##############################################################################
                            PAGE RANK ALGORITHM                               
##############################################################################

This program computes the Page Rank of a network of airports and flights
Page Rank algorithm uses the following parameters:
	 - MAX_ITERATIONS = 100
	 - DAMPING_FACTOR = 0.85
	 - EPSILON = 1e-05

##############################################################################

Reading Airport file from airports.txt
There were 5740 airports with a valid IATA code
There were 1923 airports with an invalid IATA code

Reading Routes file from routes.txt
There were 68292 valid routes
There were 528 invalid routes

##############################################################################

Results:
Rank	IATA	PageRank	Name
4188	IRC 	0.00007122	Circle City Airport, United States
4189	YNZ 	0.00007117	Yancheng Airport, China
4190	BBK 	0.00007117	Kasane, Botswana
4191	TUK 	0.00007115	Turbat International Airport, Pakistan
4192	VAG 	0.00007114	Major Brigadeiro Trompowsky, Brazil
4193	JDZ 	0.00007102	Jingdezhen Airport, China
4194	SLL 	0.00007100	Salalah, Oman
4195	CIH 	0.00007065	Changzhi Airport, China
4196	MUN 	0.00007050	Maturin, Venezuela
4197	ITO 	0.00007046	Hilo Intl, United States
4198	ELC 	0.00007045	Elcho Island Airport, Australia
4199	MGT 	0.00007045	Milingimbi Airport, Australia
4200	SHV 	0.00007042	Shreveport Rgnl, United States
4201	LGL 	0.00007038	Long Lellang Airport, Malaysia
4202	ODN 	0.00007038	Long Seridan Airport, Malaysia
4203	BBN 	0.00007038	Bario Airport, Malaysia
4204	LKH 	0.00007038	Long Akah Airport, Malaysia
4205	GNV 	0.00007034	Gainesville Rgnl, United States
4206	AJL 	0.00007027	Aizawl, India
4207	SRQ 	0.00007023	Sarasota Bradenton Intl, United States
4208	MPH 	0.00007023	Godofredo P, Philippines
4209	BXU 	0.00007023	Butuan, Philippines
4210	OZC 	0.00007023	Ozamis, Philippines
4211	VAW 	0.00007021	Svartnes Airport, Norway
4212	JGS 	0.00007021	Jing Gang Shan Airport, China
4213	HRL 	0.00006976	Valley Intl, United States
4214	SOG 	0.00006971	Sogndal Airport, Norway
4215	TOY 	0.00006966	Toyama, Japan
4216	VXE 	0.00006961	Sao Pedro, Cape Verde
4217	RET 	0.00006954	Røst Airport, Norway
4218	AYQ 	0.00006951	Ayers Rock, Australia
4219	HON 	0.00006945	Huron Rgnl, United States
4220	SPC 	0.00006941	La Palma, Spain
4221	PKZ 	0.00006940	Pakse, Laos
4222	GTO 	0.00006937	Jalaluddin, Indonesia
4223	FTE 	0.00006934	El Calafate, Argentina
4224	BYC 	0.00006934	Yacuiba, Bolivia
4225	JGN 	0.00006932	Jiayuguan Airport, China
4226	PHF 	0.00006929	Newport News Williamsburg Intl, United States
4227	AGM 	0.00006926	Tasiilaq, Greenland
4228	YXY 	0.00006925	Whitehorse Intl, Canada
4229	PEM 	0.00006924	Padre Aldamiz, Peru
4230	RIB 	0.00006908	Capitán Av. Selin Zeitun Lopez Airport, Bolivia
4231	REL 	0.00006903	Almirante Zar, Argentina
4232	GJT 	0.00006888	Grand Junction Regional, United States
4233	SRY 	0.00006885	Sari Dasht E Naz Airport, Iran
4234	ITB 	0.00006884	Cachimbo, Brazil
4235	YRJ 	0.00006880	Roberval, Canada
4236	AGH 	0.00006879	Ängelholm-Helsingborg Airport, Sweden
4237	ASE 	0.00006878	Aspen Pitkin County Sardy Field, United States
4238	LKL 	0.00006877	Banak, Norway
4239	SCY 	0.00006866	San Cristóbal Airport, Ecuador
4240	ATM 	0.00006860	Altamira, Brazil
4241	ELV 	0.00006847	Elfin Cove Seaplane Base, United States
4242	TKE 	0.00006847	Tenakee Seaplane Base, United States
4243	GVR 	0.00006839	Governador Valadares Airport, Brazil
4244	YAG 	0.00006834	Fort Frances Municipal Airport, Canada
4245	GZT 	0.00006833	Oguzeli, Turkey
4246	HTS 	0.00006817	Tri State Milton J Ferguson Field, United States
4247	KUH 	0.00006816	Kushiro Airport, Japan
4248	OHE 	0.00006814	Heilongjiang Mohe Airport, China
4249	LRS 	0.00006814	Leros, Greece
4250	MIM 	0.00006814	Merimbula Airport, Australia
4251	DRK 	0.00006812	Drake Bay Airport, Costa Rica
4252	TMU 	0.00006812	Tambor Airport, Costa Rica
4253	CXR 	0.00006806	Cam Ranh Airport, Vietnam
4254	YXU 	0.00006803	London, Canada
4255	TUC 	0.00006796	Teniente Benjamin Matienzo, Argentina
4256	UAQ 	0.00006796	San Juan, Argentina
4257	PDP 	0.00006796	Capitan Corbeta C A Curbelo International Airport, Uruguay
4258	EOI 	0.00006793	Eday Airport, United Kingdom
4259	YQX 	0.00006785	Gander Intl, Canada
4260	YYG 	0.00006776	Charlottetown, Canada
4261	AVP 	0.00006776	Wilkes Barre Scranton Intl, United States
4262	YHP 	0.00006774	Poplar Hill Airport, Canada
4263	IBE 	0.00006770	Perales, Colombia
4264	MTR 	0.00006770	Los Garzones, Colombia
4265	QSF 	0.00006767	Ain Arnat Airport, Algeria
4266	VII 	0.00006764	Vinh Airport, Vietnam
4267	MCX 	0.00006760	Uytash, Russia
4268	YNB 	0.00006759	Yenbo, Saudi Arabia
4269	HMB 	0.00006747	Sohag International, Egypt
4270	KWM 	0.00006747	Kowanyama Airport, Australia
4271	EDR 	0.00006747	Pormpuraaw Airport, Australia
4272	PCR 	0.00006742	Puerto Carreno, Colombia
4273	PDA 	0.00006742	Obando Airport, Colombia
4274	BUS 	0.00006733	Batumi, Georgia
4275	JHM 	0.00006731	Kapalua, United States
4276	CAW 	0.00006726	Bartolomeu Lisandro, Brazil
4277	GRP 	0.00006723	Gurupi Airport, Brazil
4278	GRQ 	0.00006720	Eelde, Netherlands
4279	SMR 	0.00006718	Simon Bolivar, Colombia
4280	GPA 	0.00006708	Araxos, Greece
4281	LUQ 	0.00006705	San Luis, Argentina
4282	VFA 	0.00006699	Victoria Falls Intl, Zimbabwe
4283	MWZ 	0.00006699	Mwanza, Tanzania
4284	STS 	0.00006698	Charles M Schulz Sonoma Co, United States
4285	UGC 	0.00006696	Urgench Airport, Uzbekistan
4286	UTH 	0.00006685	Udon Thani, Thailand
4287	REX 	0.00006679	General Lucio Blanco Intl, Mexico
4288	IXM 	0.00006673	Madurai, India
4289	PMZ 	0.00006671	Palmar Sur, Costa Rica
4290	UDR 	0.00006669	Udaipur, India
4291	TAK 	0.00006667	Takamatsu, Japan
4292	YKA 	0.00006664	Kamloops, Canada
4293	CVU 	0.00006652	Corvo Airport, Portugal
4294	INZ 	0.00006646	In Salah, Algeria
4295	ZLO 	0.00006646	Playa De Oro Intl, Mexico
4296	IAG 	0.00006639	Niagara Falls Intl, United States
4297	TLM 	0.00006639	Zenata, Algeria
4298	GWT 	0.00006638	Westerland Sylt, Germany
4299	OAX 	0.00006634	Xoxocotlan Intl, Mexico
4300	ORI 	0.00006633	Port Lions Airport, United States
4301	KCZ 	0.00006627	Kochi, Japan
4302	YQZ 	0.00006624	Quesnel, Canada
4303	INN 	0.00006624	Innsbruck, Austria
4304	GEO 	0.00006618	Cheddi Jagan Intl, Guyana
4305	RDZ 	0.00006618	Marcillac, France
4306	DNK 	0.00006618	Dnipropetrovsk Intl, Ukraine
4307	LRR 	0.00006615	Lar Airport, Iran
4308	RSA 	0.00006613	Santa Rosa, Argentina
4309	CFB 	0.00006606	Cabo Frio International Airport, Brazil
4310	YUB 	0.00006600	Tuktoyaktuk, Canada
4311	YPC 	0.00006600	Paulatuk, Canada
4312	CHO 	0.00006592	Charlottesville-Albemarle, United States
4313	UCT 	0.00006589	Ukhta, Russia
4314	MFE 	0.00006588	Mc Allen Miller Intl, United States
4315	LWS 	0.00006581	Lewiston Nez Perce Co, United States
4316	VVZ 	0.00006572	Illizi Takhamalt, Algeria
4317	KDI 	0.00006572	Wolter Monginsidi, Indonesia
4318	CLM 	0.00006564	William R Fairchild International Airport, United States
4319	EBA 	0.00006561	Marina Di Campo, Italy
4320	AEY 	0.00006558	Akureyri, Iceland
4321	EGS 	0.00006558	Egilsstadir, Iceland
4322	IFJ 	0.00006558	Isafjordur, Iceland
4323	ADU 	0.00006546	Ardabil Airport, Iran
4324	ISU 	0.00006538	Sulaymaniyah International Airport, Iraq
4325	SYY 	0.00006533	Stornoway, United Kingdom
4326	AJR 	0.00006530	Arvidsjaur, Sweden
4327	MQP 	0.00006528	Kruger Mpumalanga International Airport, South Africa
4328	LBS 	0.00006526	Labasa Airport, Fiji
4329	KDV 	0.00006526	Vunisea Airport, Fiji
4330	PPV 	0.00006520	Port Protection Seaplane Base, United States
4331	SKT 	0.00006518	Sialkot Airport, Pakistan
4332	HSN 	0.00006516	Zhoushan Airport, China
4333	UEL 	0.00006513	Quelimane, Mozambique
4334	KGE 	0.00006513	Kagau Island Airport, Solomon Islands
4335	BAS 	0.00006513	Ballalae Airport, Solomon Islands
4336	CHY 	0.00006513	Choiseul Bay Airport, Solomon Islands
4337	VQS 	0.00006506	Vieques Airport, Puerto Rico
4338	IXD 	0.00006505	Allahabad, India
4339	YDP 	0.00006501	Nain Airport, Canada
4340	PBH 	0.00006500	Paro, Bhutan
4341	IXL 	0.00006495	Leh, India
4342	YFH 	0.00006493	Fort Hope Airport, Canada
4343	PTH 	0.00006491	Port Heiden Airport, United States
4344	KLL 	0.00006491	Levelock Airport, United States
4345	KCQ 	0.00006491	Chignik Lake Airport, United States
4346	EGX 	0.00006491	Egegik Airport, United States
4347	YFS 	0.00006484	Fort Simpson, Canada
4348	GFN 	0.00006483	Grafton Airport, Australia
4349	NBC 	0.00006480	Begishevo, Russia
4350	SZZ 	0.00006478	Goleniow, Poland
4351	CCK 	0.00006471	Cocos Keeling Island Airport, Cocos (Keeling) Islands
4352	LAN 	0.00006463	Capital City, United States
4353	TME 	0.00006448	Tame, Colombia
4354	RVE 	0.00006448	Los Colonizadores Airport, Colombia
4355	SDD 	0.00006448	Lubango, Angola
4356	NPL 	0.00006448	New Plymouth, New Zealand
4357	TRG 	0.00006448	Tauranga, New Zealand
4358	BHE 	0.00006448	Woodbourne, New Zealand
4359	NPE 	0.00006448	Napier, New Zealand
4360	NIB 	0.00006441	Nikolai Airport, United States
4361	TCT 	0.00006441	Takotna Airport, United States
4362	GPT 	0.00006437	Gulfport-Biloxi, United States
4363	YYD 	0.00006436	Smithers, Canada
4364	LRD 	0.00006432	Laredo Intl, United States
4365	ABX 	0.00006427	Albury, Australia
4366	PBC 	0.00006418	Hermanos Serdan Intl, Mexico
4367	FON 	0.00006415	Arenal Airport, Costa Rica
4368	AAE 	0.00006414	Annaba, Algeria
4369	UYN 	0.00006406	Yulin Airport, China
4370	BGR 	0.00006404	Bangor Intl, United States
4371	LTI 	0.00006403	Altai Airport, Mongolia
4372	BYN 	0.00006403	Bayankhongor Airport, Mongolia
4373	BIR 	0.00006403	Biratnagar, Nepal
4374	TMI 	0.00006403	Tumling Tar, Nepal
4375	SDV 	0.00006402	Sde Dov, Israel
4376	AOJ 	0.00006399	Aomori, Japan
4377	DJB 	0.00006395	Sultan Thaha, Indonesia
4378	PGK 	0.00006394	Depati Amir, Indonesia
4379	TKG 	0.00006393	Radin Inten II (Branti) Airport, Indonesia
4380	HDF 	0.00006393	Heringsdorf Airport, Germany
4381	YBP 	0.00006389	Yibin, China
4382	LEQ 	0.00006389	Land's End / St. Just Airport, United Kingdom
4383	TKU 	0.00006383	Turku, Finland
4384	IAM 	0.00006374	In Amenas, Algeria
4385	BZR 	0.00006370	Vias, France
4386	RBQ 	0.00006369	Rurrenabaque Airport, Bolivia
4387	TOF 	0.00006366	Tomsk Bogashevo Airport, Russia
4388	MLL 	0.00006365	Marshall Don Hunter Sr. Airport, United States
4389	GNU 	0.00006365	Goodnews Airport, United States
4390	PZH 	0.00006358	Zhob, Pakistan
4391	HLA 	0.00006350	Lanseria, South Africa
4392	MOV 	0.00006350	Moranbah Airport, Australia
4393	DPL 	0.00006346	Dipolog, Philippines
4394	JMU 	0.00006346	Jiamusi Airport, China
4395	ASV 	0.00006338	Amboseli Airport, Kenya
4396	UKA 	0.00006338	Ukunda Airport, Kenya
4397	XIL 	0.00006334	Xilinhot Airport, China
4398	NJF 	0.00006324	Al Najaf International Airport, Iraq
4399	ZEL 	0.00006307	Bella Bella Airport, Canada
4400	HOV 	0.00006303	Hovden, Norway
4401	CUC 	0.00006303	Camilo Daza, Colombia
4402	ZQW 	0.00006300	Zweibruecken, Germany
4403	BFN 	0.00006300	Bloemfontein Intl, South Africa
4404	DCM 	0.00006295	Mazamet, France
4405	HOD 	0.00006285	Hodeidah Intl, Yemen
4406	GPZ 	0.00006283	Grand Rapids Itasca County, United States
4407	ZNA 	0.00006282	Nanaimo Harbour Water Airport, Canada
4408	HAA 	0.00006277	Hasvik, Norway
4409	PNL 	0.00006270	Pantelleria, Italy
4410	PDS 	0.00006264	Piedras Negras Intl, Mexico
4411	CMW 	0.00006258	Ignacio Agramonte Intl, Cuba
4412	GKA 	0.00006256	Goroka, Papua New Guinea
4413	BHS 	0.00006250	Bathurst Airport, Australia
4414	GFF 	0.00006250	Griffith Airport, Australia
4415	NRA 	0.00006250	Narrandera Airport, Australia
4416	PKE 	0.00006250	Parkes Airport, Australia
4417	GRJ 	0.00006249	George, South Africa
4418	DBO 	0.00006242	Dubbo, Australia
4419	RVK 	0.00006233	Ryum Airport, Norway
4420	NDG 	0.00006225	Qiqihar Sanjiazi Airport, China
4421	MOB 	0.00006218	Mobile Rgnl, United States
4422	MOC 	0.00006217	Mario Ribeiro, Brazil
4423	TLN 	0.00006217	Le Palyvestre, France
4424	GLH 	0.00006217	Mid Delta Regional Airport, United States
4425	VLL 	0.00006201	Valladolid, Spain
4426	VPS 	0.00006200	Eglin Afb, United States
4427	CJJ 	0.00006197	Cheongju International Airport, South Korea
4428	CYB 	0.00006194	Gerrard Smith Intl, Cayman Islands
4429	SCN 	0.00006190	Saarbrucken, Germany
4430	LMM 	0.00006188	Valle Del Fuerte Intl, Mexico
4431	VCA 	0.00006177	Trà Nóc Airport, Vietnam
4432	ZUM 	0.00006176	Churchill Falls Airport, Canada
4433	BJA 	0.00006176	Soummam, Algeria
4434	LSA 	0.00006175	Losuia Airport, Papua New Guinea
4435	MIS 	0.00006175	Misima Island Airport, Papua New Guinea
4436	CUF 	0.00006168	Levaldigi, Italy
4437	INH 	0.00006163	Inhambane, Mozambique
4438	TAE 	0.00006163	Daegu Ab, South Korea
4439	JUJ 	0.00006160	Jujuy, Argentina
4440	KVG 	0.00006156	Kavieng Airport, Papua New Guinea
4441	BUA 	0.00006156	Buka Airport, Papua New Guinea
4442	AXP 	0.00006154	Spring Point, Bahamas
4443	CRI 	0.00006154	Colonel Hill Airport, Bahamas
4444	FSP 	0.00006149	St Pierre, Saint Pierre and Miquelon
4445	CPQ 	0.00006145	Amarais Airport, Brazil
4446	GRB 	0.00006140	Austin Straubel Intl, United States
4447	GFK 	0.00006137	Grand Forks Intl, United States
4448	MEG 	0.00006133	Malanje, Angola
4449	VHC 	0.00006133	Saurimo, Angola
4450	EZS 	0.00006132	Elazig, Turkey
4451	DIY 	0.00006132	Diyarbakir, Turkey
4452	ARU 	0.00006123	Aracatuba, Brazil
4453	MEC 	0.00006118	Eloy Alfaro Intl, Ecuador
4454	LBC 	0.00006113	Lubeck Blankensee, Germany
4455	CPV 	0.00006101	Presidente Joao Suassuna, Brazil
4456	JDH 	0.00006083	Jodhpur, India
4457	LBU 	0.00006058	Labuan, Malaysia
4458	YOJ 	0.00006055	High Level, Canada
4459	YOP 	0.00006055	Rainbow Lake Airport, Canada
4460	BMV 	0.00006053	Buon Ma Thuot Airport, Vietnam
4461	DGO 	0.00006051	Durango Intl, Mexico
4462	ERN 	0.00006049	Amaury Feitosa Tomaz Airport, Brazil
4463	AGT 	0.00006048	Ciudad del Este, Paraguay
4464	ETZ 	0.00006046	Metz Nancy Lorraine, France
4465	MYU 	0.00006044	Mekoryuk Airport, United States
4466	RBB 	0.00006040	Borba Airport, Brazil
4467	BVE 	0.00006039	La Roche, France
4468	DIL 	0.00006035	Presidente Nicolau Lobato Intl, East Timor
4469	YYU 	0.00006035	Kapuskasing, Canada
4470	KSN 	0.00006029	Kostanay West Airport, Kazakhstan
4471	ILM 	0.00006020	Wilmington Intl, United States
4472	ASF 	0.00006019	Astrakhan, Russia
4473	FUJ 	0.00006019	Fukue, Japan
4474	EMD 	0.00006002	Emerald, Australia
4475	PAZ 	0.00005992	Tajin, Mexico
4476	ZYL 	0.00005986	Osmany Intl, Bangladesh
4477	MOT 	0.00005985	Minot Intl, United States
4478	BIS 	0.00005985	Bismarck Municipal Airport, United States
4479	PWQ 	0.00005982	Pavlodar, Kazakhstan
4480	TRI 	0.00005980	Tri-Cities Regional Airport, United States
4481	URT 	0.00005973	Surat Thani, Thailand
4482	BKG 	0.00005961	Branson LLC, United States
4483	DSK 	0.00005957	Dera Ismael Khan Airport, Pakistan
4484	AUX 	0.00005953	Araguaina Airport, Brazil
4485	RIG 	0.00005950	Rio Grande, Brazil
4486	AXU 	0.00005941	Axum, Ethiopia
4487	BSR 	0.00005932	Basrah Intl, Iraq
4488	MII 	0.00005929	Marília Airport, Brazil
4489	PUF 	0.00005928	Pau Pyrenees, France
4490	FEG 	0.00005920	Fergana Airport, Uzbekistan
4491	UUA 	0.00005916	Bugulma Airport, Russia
4492	CHU 	0.00005912	Chuathbaluk Airport, United States
4493	GMB 	0.00005911	Gambella, Ethiopia
4494	JIM 	0.00005911	Jimma, Ethiopia
4495	ESM 	0.00005910	General Rivadeneira Airport, Ecuador
4496	MKK 	0.00005903	Molokai, United States
4497	PSO 	0.00005902	Antonio Narino, Colombia
4498	OSY 	0.00005899	Namsos Høknesøra Airport, Norway
4499	BAX 	0.00005891	Barnaul, Russia
4500	BMW 	0.00005890	Bordj Badji Mokhtar Airport, Algeria
4501	YQU 	0.00005887	Grande Prairie, Canada
4502	ZCL 	0.00005881	General Leobardo C Ruiz Intl, Mexico
4503	LDY 	0.00005880	City of Derry, United Kingdom
4504	OIA 	0.00005877	Ourilandia do Norte Airport, Brazil
4505	GXF 	0.00005877	Sayun International Airport, Yemen
4506	MMY 	0.00005876	Miyako, Japan
4507	LCJ 	0.00005875	Łódź Władysław Reymont Airport, Poland
4508	TCD 	0.00005875	Tarapacá Airport, Colombia
4509	LPD 	0.00005875	La Pedrera Airport, Colombia
4510	LGG 	0.00005873	Liege, Belgium
4511	KSU 	0.00005872	Kvernberget, Norway
4512	MLN 	0.00005864	Melilla, Spain
4513	RDV 	0.00005861	Red Devil Airport, United States
4514	XGR 	0.00005855	Kangiqsualujjuaq (Georges River) Airport, Canada
4515	LTO 	0.00005852	Loreto Intl, Mexico
4516	GTA 	0.00005851	Gatokae Airport, Solomon Islands
4517	RBV 	0.00005851	Ramata Airport, Solomon Islands
4518	RUS 	0.00005851	Marau Airport, Solomon Islands
4519	SCZ 	0.00005851	Santa Cruz/Graciosa Bay/Luova Airport, Solomon Islands
4520	FRE 	0.00005851	Fera/Maringe Airport, Solomon Islands
4521	AKS 	0.00005851	Auki Airport, Solomon Islands
4522	AFT 	0.00005851	Afutara Airport, Solomon Islands
4523	MZV 	0.00005839	Mulu, Malaysia
4524	CNJ 	0.00005834	Cloncurry Airport, Australia
4525	RVT 	0.00005824	Ravensthorpe Airport, Australia
4526	QRO 	0.00005823	Queretaro Intercontinental, Mexico
4527	JOI 	0.00005822	Lauro Carneiro De Loyola, Brazil
4528	HVR 	0.00005821	Havre City Co, United States
4529	AKI 	0.00005820	Akiak Airport, United States
4530	DLZ 	0.00005820	Dalanzadgad Airport, Mongolia
4531	MXV 	0.00005820	Muren Airport, Mongolia
4532	AOR 	0.00005819	Sultan Abdul Halim, Malaysia
4533	TGG 	0.00005819	Sultan Mahmud, Malaysia
4534	CXJ 	0.00005818	Campo Dos Bugres, Brazil
4535	CEI 	0.00005818	Chiang Rai Intl, Thailand
4536	DLH 	0.00005813	Duluth Intl, United States
4537	CMG 	0.00005812	Corumba Intl, Brazil
4538	DIG 	0.00005807	Diqing Airport, China
4539	GRX 	0.00005806	Granada, Spain
4540	PBD 	0.00005804	Porbandar, India
4541	VAN 	0.00005795	Van, Turkey
4542	KTG 	0.00005795	Rahadi Usman, Indonesia
4543	DLU 	0.00005793	Dali, China
4544	YAA 	0.00005792	Anahim Lake Airport, Canada
4545	QBC 	0.00005792	Bella Coola Airport, Canada
4546	HMV 	0.00005789	Hemavan Airport, Sweden
4547	TOL 	0.00005785	Toledo, United States
4548	RBA 	0.00005776	Sale, Morocco
4549	YQY 	0.00005764	Sydney, Canada
4550	TAB 	0.00005758	Crown Point, Trinidad and Tobago
4551	OLH 	0.00005758	Old Harbor Airport, United States
4552	KOZ 	0.00005758	Ouzinkie Airport, United States
4553	IPC 	0.00005754	Mataveri Intl, Chile
4554	URA 	0.00005751	Uralsk, Kazakhstan
4555	HJR 	0.00005750	Khajuraho, India
4556	CYO 	0.00005749	Vilo Acuna Intl, Cuba
4557	ACV 	0.00005749	Arcata, United States
4558	OPS 	0.00005742	Sinop Airport, Brazil
4559	LSH 	0.00005741	Lashio, Burma
4560	KDM 	0.00005735	Kaadedhdhoo, Maldives
4561	GAN 	0.00005735	Gan Island Airport, Maldives
4562	KDO 	0.00005735	Kadhdhoo Airport, Maldives
4563	GKK 	0.00005735	Kooddoo, Maldives
4564	LTX 	0.00005735	Cotopaxi International Airport, Ecuador
4565	PEG 	0.00005732	Perugia, Italy
4566	LNK 	0.00005731	Lincoln, United States
4567	IMT 	0.00005728	Ford Airport, United States
4568	INL 	0.00005728	Falls Intl, United States
4569	RHI 	0.00005728	Rhinelander Oneida County Airport, United States
4570	JMS 	0.00005728	Jamestown Regional Airport, United States
4571	BRD 	0.00005728	Brainerd Lakes Rgnl, United States
4572	DVL 	0.00005728	Devils Lake Regional Airport, United States
4573	ATY 	0.00005728	Watertown Regional Airport, United States
4574	SVD 	0.00005722	E T Joshua, Saint Vincent and the Grenadines
4575	CDJ 	0.00005721	Conceicao Do Araguaia, Brazil
4576	KUA 	0.00005717	Kuantan, Malaysia
4577	KSJ 	0.00005711	Kasos, Greece
4578	YGX 	0.00005711	Gillam Airport, Canada
4579	YPY 	0.00005707	Fort Chipewyan, Canada
4580	PQQ 	0.00005704	Port Macquarie Airport, Australia
4581	CAB 	0.00005697	Cabinda, Angola
4582	VIJ 	0.00005694	Virgin Gorda Airport, British Virgin Islands
4583	GHB 	0.00005692	Governors Harbour, Bahamas
4584	DLE 	0.00005688	Tavaux, France
4585	WUA 	0.00005683	Wuhai, China
4586	MDG 	0.00005679	Mudanjiang, China
4587	HNA 	0.00005677	Hanamaki, Japan
4588	LSP 	0.00005675	Josefa Camejo, Venezuela
4589	ATZ 	0.00005657	Asyut International Airport, Egypt
4590	HOM 	0.00005656	Homer, United States
4591	CDB 	0.00005656	Cold Bay, United States
4592	SDP 	0.00005656	Sand Point Airport, United States
4593	MVP 	0.00005648	Fabio Alberto Leon Bentley, Colombia
4594	AAT 	0.00005647	Altay Airport, China
4595	TIN 	0.00005645	Tindouf, Algeria
4596	CBH 	0.00005645	Béchar Boudghene Ben Ali Lotfi Airport, Algeria
4597	NOV 	0.00005644	Huambo, Angola
4598	SVP 	0.00005644	Kuito, Angola
4599	SPP 	0.00005644	Menongue, Angola
4600	CBT 	0.00005644	Catumbela Airport, Angola
4601	HUE 	0.00005644	Humera Airport, Ethiopia
4602	BTR 	0.00005643	Baton Rouge Metro Ryan Fld, United States
4603	HTN 	0.00005638	Hotan, China
4604	HYA 	0.00005634	Barnstable Muni Boardman Polando Fld, United States
4605	RMF 	0.00005630	Marsa Alam Intl, Egypt
4606	PZU 	0.00005623	Port Sudan New International Airport, Sudan
4607	UBA 	0.00005617	Uberaba, Brazil
4608	BZG 	0.00005609	Bydgoszcz Ignacy Jan Paderewski Airport, Poland
4609	OBY 	0.00005605	Ittoqqortoormiit Heliport, Greenland
4610	CRP 	0.00005603	Corpus Christi Intl, United States
4611	KNS 	0.00005592	King Island Airport, Australia
4612	AAR 	0.00005588	Aarhus, Denmark
4613	BFL 	0.00005587	Meadows Fld, United States
4614	VOL 	0.00005581	Nea Anchialos, Greece
4615	GNM 	0.00005580	Guanambi Airport, Brazil
4616	FKL 	0.00005580	Franklin, United States
4617	DUJ 	0.00005580	DuBois Regional Airport, United States
4618	BFD 	0.00005580	Bradford Regional Airport, United States
4619	JHW 	0.00005580	Chautauqua County-Jamestown, United States
4620	IJK 	0.00005577	Izhevsk Airport, Russia
4621	LZO 	0.00005575	Luzhou Airport, China
4622	ZKG 	0.00005573	Kegaska Airport, Canada
4623	REG 	0.00005572	Reggio Calabria, Italy
4624	DED 	0.00005569	Dehradun, India
4625	DAX 	0.00005567	Dachuan Airport, China
4626	GIZ 	0.00005566	King Abdullah Bin Abdulaziz, Saudi Arabia
4627	KVX 	0.00005564	Pobedilovo Airport, Russia
4628	BKS 	0.00005562	Fatmawati Soekarno, Indonesia
4629	LBP 	0.00005558	Long Banga Airport, Malaysia
4630	XSC 	0.00005558	South Caicos, Turks and Caicos Islands
4631	SLX 	0.00005558	Salt Cay Airport, Turks and Caicos Islands
4632	KMS 	0.00005554	Kumasi Airport, Ghana
4633	NNY 	0.00005554	Nanyang Airport, China
4634	KDH 	0.00005553	Kandahar, Afghanistan
4635	DGT 	0.00005546	Dumaguete, Philippines
4636	LGP 	0.00005546	Legazpi, Philippines
4637	TAG 	0.00005539	Tagbilaran, Philippines
4638	LAO 	0.00005539	Laoag Intl, Philippines
4639	CGD 	0.00005539	Changde Airport, China
4640	HUN 	0.00005532	Hualien, Taiwan
4641	MYA 	0.00005525	Moruya Airport, Australia
4642	LXS 	0.00005516	Limnos, Greece
4643	AOO 	0.00005509	Altoona Blair Co, United States
4644	JST 	0.00005509	John Murtha Johnstown-Cambria County Airport, United States
4645	SJK 	0.00005507	Professor Urbano Ernesto Stumpf, Brazil
4646	KNH 	0.00005505	Shang Yi, Taiwan
4647	MZG 	0.00005505	Magong, Taiwan
4648	KYA 	0.00005503	Konya, Turkey
4649	LEA 	0.00005500	Learmonth, Australia
4650	GET 	0.00005500	Geraldton Airport, Australia
4651	ZNE 	0.00005500	Newman Airport, Australia
4652	HLN 	0.00005497	Helena Rgnl, United States
4653	IXU 	0.00005497	Aurangabad, India
4654	BDQ 	0.00005497	Vadodara, India
4655	GCC 	0.00005495	Gillette-Campbell County Airport, United States
4656	RKS 	0.00005495	Rock Springs Sweetwater County Airport, United States
4657	FAY 	0.00005492	Fayetteville Regional Grannis Field, United States
4658	BHK 	0.00005484	Bukhara, Uzbekistan
4659	GYS 	0.00005477	Guangyuan Airport, China
4660	HAD 	0.00005475	Halmstad, Sweden
4661	JKH 	0.00005471	Chios, Greece
4662	VGA 	0.00005471	Vijayawada, India
4663	NGE 	0.00005469	Ngaoundere, Cameroon
4664	KKJ 	0.00005467	New Kitakyushu, Japan
4665	TSJ 	0.00005462	Tsushima, Japan
4666	PIX 	0.00005460	Pico, Portugal
4667	JRH 	0.00005451	Jorhat, India
4668	JKL 	0.00005449	Kalymnos Island, Greece
4669	CIZ 	0.00005448	Coari Airport, Brazil
4670	WGA 	0.00005446	Wagga Wagga, Australia
4671	ILG 	0.00005444	New Castle, United States
4672	KLR 	0.00005442	Kalmar, Sweden
4673	FRO 	0.00005441	Floro, Norway
4674	NBS 	0.00005432	Changbaishan Airport, China
4675	JSH 	0.00005429	Sitia, Greece
4676	KEJ 	0.00005425	Kemerovo, Russia
4677	OBO 	0.00005423	Obihiro, Japan
4678	SFG 	0.00005419	Grand Case, Guadeloupe
4679	PIU 	0.00005414	Capitan Fap Guillermo Concha Iberico, Peru
4680	CIK 	0.00005408	Chalkyitsik Airport, United States
4681	FKS 	0.00005399	Fukushima Airport, Japan
4682	TCB 	0.00005389	Treasure Cay, Bahamas
4683	TFI 	0.00005383	Tufi Airport, Papua New Guinea
4684	UBP 	0.00005375	Ubon Ratchathani, Thailand
4685	HUW 	0.00005368	Humaita Airport, Brazil
